"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"X4362501090100","X4","36","2009-01-25T01:00:00.000",,"0","V","HO"
"X4332501090200","X4","33","2009-01-25T02:00:00.000",,"45","V","HO"
"X4342501090200","X4","34","2009-01-25T02:00:00.000",,"1000","V","HO"
"X4352501090200","X4","35","2009-01-25T02:00:00.000",,"0","V","HO"
"X4362501090200","X4","36","2009-01-25T02:00:00.000",,"0","V","HO"
"X4402501090200","X4","40","2009-01-25T02:00:00.000","2009-01-25T02:14:00.000","10.1","V","HO"
"X4422501090200","X4","42","2009-01-25T02:00:00.000","2009-01-25T02:53:00.000","9.9","V","HO"
"X4442501090200","X4","44","2009-01-25T02:00:00.000","2009-01-25T02:13:00.000","44","V","HO"
"X4502501090200","X4","50","2009-01-25T02:00:00.000","2009-01-25T02:06:00.000","5.5","V","HO"
"X4512501090200","X4","51","2009-01-25T02:00:00.000",,"330","V","HO"
"X4322501090200","X4","32","2009-01-25T02:00:00.000",,"10","V","HO"
"X4322501090300","X4","32","2009-01-25T03:00:00.000",,"10","V","HO"
"X4332501090300","X4","33","2009-01-25T03:00:00.000",,"46","V","HO"
"X4342501090300","X4","34","2009-01-25T03:00:00.000",,"999","V","HO"
"X4362501090300","X4","36","2009-01-25T03:00:00.000",,"0","V","HO"
"X4352501090300","X4","35","2009-01-25T03:00:00.000",,"0","V","HO"
"X4422501090300","X4","42","2009-01-25T03:00:00.000","2009-01-25T03:15:00.000","9.9","V","HO"
"X4442501090300","X4","44","2009-01-25T03:00:00.000","2009-01-25T03:48:00.000","45","V","HO"
"X4502501090300","X4","50","2009-01-25T03:00:00.000","2009-01-25T03:41:00.000","7.1","V","HO"
"X4512501090300","X4","51","2009-01-25T03:00:00.000",,"305","V","HO"
"X4402501090300","X4","40","2009-01-25T03:00:00.000","2009-01-25T03:54:00.000","10.3","V","HO"
"X4332501090400","X4","33","2009-01-25T04:00:00.000",,"45","V","HO"
"X4342501090400","X4","34","2009-01-25T04:00:00.000",,"999","V","HO"
"X4352501090400","X4","35","2009-01-25T04:00:00.000",,"0","V","HO"
"X4362501090400","X4","36","2009-01-25T04:00:00.000",,"0","V","HO"
"X4322501090400","X4","32","2009-01-25T04:00:00.000",,"10.1","V","HO"
"X4422501090400","X4","42","2009-01-25T04:00:00.000","2009-01-25T04:44:00.000","10","V","HO"
"X4442501090400","X4","44","2009-01-25T04:00:00.000","2009-01-25T04:58:00.000","43","V","HO"
"X4502501090400","X4","50","2009-01-25T04:00:00.000","2009-01-25T04:45:00.000","7.5","V","HO"
"X4512501090400","X4","51","2009-01-25T04:00:00.000",,"333","V","HO"
"X4402501090400","X4","40","2009-01-25T04:00:00.000","2009-01-25T04:58:00.000","10.5","V","HO"
"X4362501090500","X4","36","2009-01-25T05:00:00.000",,"0","V","HO"
"X4402501090500","X4","40","2009-01-25T05:00:00.000","2009-01-25T05:01:00.000","10.6","V","HO"
"X4422501090500","X4","42","2009-01-25T05:00:00.000","2009-01-25T05:36:00.000","10.1","V","HO"
"X4442501090500","X4","44","2009-01-25T05:00:00.000","2009-01-25T05:01:00.000","43","V","HO"
"X4352501090500","X4","35","2009-01-25T05:00:00.000",,"0","V","HO"
"X4512501090500","X4","51","2009-01-25T05:00:00.000",,"278","V","HO"
"X4322501090500","X4","32","2009-01-25T05:00:00.000",,"10.3","V","HO"
"X4332501090500","X4","33","2009-01-25T05:00:00.000",,"44","V","HO"
"X4342501090500","X4","34","2009-01-25T05:00:00.000",,"998","V","HO"
"X4502501090500","X4","50","2009-01-25T05:00:00.000","2009-01-25T05:10:00.000","6","V","HO"
"X4512501090600","X4","51","2009-01-25T06:00:00.000",,"236","V","HO"
"X4322501090600","X4","32","2009-01-25T06:00:00.000",,"10.3","V","HO"
"X4332501090600","X4","33","2009-01-25T06:00:00.000",,"44","V","HO"
"X4342501090600","X4","34","2009-01-25T06:00:00.000",,"998","V","HO"
"X4502501090600","X4","50","2009-01-25T06:00:00.000","2009-01-25T06:27:00.000","7.6","V","HO"
"X4362501090600","X4","36","2009-01-25T06:00:00.000",,"0","V","HO"
"X4402501090600","X4","40","2009-01-25T06:00:00.000","2009-01-25T06:28:00.000","10.4","V","HO"
"X4422501090600","X4","42","2009-01-25T06:00:00.000","2009-01-25T06:57:00.000","10","V","HO"
"X4442501090600","X4","44","2009-01-25T06:00:00.000","2009-01-25T06:29:00.000","44","V","HO"
"X4352501090600","X4","35","2009-01-25T06:00:00.000",,"0","V","HO"
"X4322501090700","X4","32","2009-01-25T07:00:00.000",,"9.9","V","HO"
"X4332501090700","X4","33","2009-01-25T07:00:00.000",,"46","V","HO"
"X4342501090700","X4","34","2009-01-25T07:00:00.000",,"998","V","HO"
"X4352501090700","X4","35","2009-01-25T07:00:00.000",,"0","V","HO"
"X4512501090700","X4","51","2009-01-25T07:00:00.000",,"298","V","HO"
"X4402501090700","X4","40","2009-01-25T07:00:00.000","2009-01-25T07:00:00.000","10","V","HO"
"X4422501090700","X4","42","2009-01-25T07:00:00.000","2009-01-25T07:44:00.000","9.7","V","HO"
"X4442501090700","X4","44","2009-01-25T07:00:00.000","2009-01-25T07:00:00.000","45","V","HO"
"X4502501090700","X4","50","2009-01-25T07:00:00.000","2009-01-25T07:17:00.000","3.8","V","HO"
"X4362501090700","X4","36","2009-01-25T07:00:00.000",,"21","V","HO"
"X4322501090800","X4","32","2009-01-25T08:00:00.000",,"10.8","V","HO"
"X4332501090800","X4","33","2009-01-25T08:00:00.000",,"43","V","HO"
"X4342501090800","X4","34","2009-01-25T08:00:00.000",,"998","V","HO"
"X4352501090800","X4","35","2009-01-25T08:00:00.000",,"0","V","HO"
"X4362501090800","X4","36","2009-01-25T08:00:00.000",,"187","V","HO"
"X4402501090800","X4","40","2009-01-25T08:00:00.000","2009-01-25T08:58:00.000","11.7","V","HO"
"X4422501090800","X4","42","2009-01-25T08:00:00.000","2009-01-25T08:00:00.000","10","V","HO"
"X4442501090800","X4","44","2009-01-25T08:00:00.000","2009-01-25T08:58:00.000","40","V","HO"
"X4502501090800","X4","50","2009-01-25T08:00:00.000","2009-01-25T08:43:00.000","6.6","V","HO"
"X4512501090800","X4","51","2009-01-25T08:00:00.000",,"268","V","HO"
"X4322501090900","X4","32","2009-01-25T09:00:00.000",,"12.2","V","HO"
"X4332501090900","X4","33","2009-01-25T09:00:00.000",,"38","V","HO"
"X4342501090900","X4","34","2009-01-25T09:00:00.000",,"997","V","HO"
"X4352501090900","X4","35","2009-01-25T09:00:00.000",,"0","V","HO"
"X4512501090900","X4","51","2009-01-25T09:00:00.000",,"281","V","HO"
"X4402501090900","X4","40","2009-01-25T09:00:00.000","2009-01-25T09:53:00.000","12.7","V","HO"
"X4422501090900","X4","42","2009-01-25T09:00:00.000","2009-01-25T09:00:00.000","11.7","V","HO"
"X4442501090900","X4","44","2009-01-25T09:00:00.000","2009-01-25T09:53:00.000","37","V","HO"
"X4502501090900","X4","50","2009-01-25T09:00:00.000","2009-01-25T09:37:00.000","8.5","V","HO"
"X4362501090900","X4","36","2009-01-25T09:00:00.000",,"344","V","HO"
"X4322501091000","X4","32","2009-01-25T10:00:00.000",,"13.2","V","HO"
"X4332501091000","X4","33","2009-01-25T10:00:00.000",,"35","V","HO"
"X4342501091000","X4","34","2009-01-25T10:00:00.000",,"996","V","HO"
"X4352501091000","X4","35","2009-01-25T10:00:00.000",,"0","V","HO"
"X4512501091000","X4","51","2009-01-25T10:00:00.000",,"277","V","HO"
"X4402501091000","X4","40","2009-01-25T10:00:00.000","2009-01-25T10:54:00.000","14","V","HO"
"X4422501091000","X4","42","2009-01-25T10:00:00.000","2009-01-25T10:00:00.000","12.7","V","HO"
"X4442501091000","X4","44","2009-01-25T10:00:00.000","2009-01-25T10:55:00.000","33","V","HO"
"X4502501091000","X4","50","2009-01-25T10:00:00.000","2009-01-25T10:34:00.000","10","V","HO"
"X4362501091000","X4","36","2009-01-25T10:00:00.000",,"459","V","HO"
"X4352501091100","X4","35","2009-01-25T11:00:00.000",,"0","V","HO"
"X4362501091100","X4","36","2009-01-25T11:00:00.000",,"521","V","HO"
"X4402501091100","X4","40","2009-01-25T11:00:00.000","2009-01-25T11:58:00.000","15.1","V","HO"
"X4422501091100","X4","42","2009-01-25T11:00:00.000","2009-01-25T11:00:00.000","14","V","HO"
"X4342501091100","X4","34","2009-01-25T11:00:00.000",,"995","V","HO"
"X4502501091100","X4","50","2009-01-25T11:00:00.000","2009-01-25T11:25:00.000","9.7","V","HO"
"X4512501091100","X4","51","2009-01-25T11:00:00.000",,"263","V","HO"
"X4322501091100","X4","32","2009-01-25T11:00:00.000",,"14.5","V","HO"
"X4332501091100","X4","33","2009-01-25T11:00:00.000",,"32","V","HO"
"X4442501091100","X4","44","2009-01-25T11:00:00.000","2009-01-25T11:58:00.000","31","V","HO"
"X4322501091200","X4","32","2009-01-25T12:00:00.000",,"15.5","V","HO"
"X4332501091200","X4","33","2009-01-25T12:00:00.000",,"30","V","HO"
"X4342501091200","X4","34","2009-01-25T12:00:00.000",,"993","V","HO"
"X4352501091200","X4","35","2009-01-25T12:00:00.000",,"0","V","HO"
"X4512501091200","X4","51","2009-01-25T12:00:00.000",,"277","V","HO"
"X4402501091200","X4","40","2009-01-25T12:00:00.000","2009-01-25T12:48:00.000","15.9","V","HO"
"X4422501091200","X4","42","2009-01-25T12:00:00.000","2009-01-25T12:00:00.000","15.1","V","HO"
"X4442501091200","X4","44","2009-01-25T12:00:00.000","2009-01-25T12:55:00.000","30","V","HO"
"X4502501091200","X4","50","2009-01-25T12:00:00.000","2009-01-25T12:26:00.000","9.2","V","HO"
"X4362501091200","X4","36","2009-01-25T12:00:00.000",,"520","V","HO"
"X4352501091300","X4","35","2009-01-25T13:00:00.000",,"0","V","HO"
"X4362501091300","X4","36","2009-01-25T13:00:00.000",,"463","V","HO"
"X4402501091300","X4","40","2009-01-25T13:00:00.000","2009-01-25T13:51:00.000","16.6","V","HO"
"X4422501091300","X4","42","2009-01-25T13:00:00.000","2009-01-25T13:06:00.000","15.9","V","HO"
"X4342501091300","X4","34","2009-01-25T13:00:00.000",,"991","V","HO"
"X4502501091300","X4","50","2009-01-25T13:00:00.000","2009-01-25T13:00:00.000","9.4","V","HO"
"X4512501091300","X4","51","2009-01-25T13:00:00.000",,"254","V","HO"
"X4322501091300","X4","32","2009-01-25T13:00:00.000",,"16.2","V","HO"
"X4332501091300","X4","33","2009-01-25T13:00:00.000",,"30","V","HO"
"X4442501091300","X4","44","2009-01-25T13:00:00.000","2009-01-25T13:16:00.000","29","V","HO"
"X4322501091400","X4","32","2009-01-25T14:00:00.000",,"15.7","V","HO"
"X4332501091400","X4","33","2009-01-25T14:00:00.000",,"35","V","HO"
"X4342501091400","X4","34","2009-01-25T14:00:00.000",,"991","V","HO"
"X4352501091400","X4","35","2009-01-25T14:00:00.000",,"0","V","HO"
"X4442501091400","X4","44","2009-01-25T14:00:00.000","2009-01-25T14:02:00.000","30","V","HO"
"X4402501091400","X4","40","2009-01-25T14:00:00.000","2009-01-25T14:01:00.000","16.6","V","HO"
"X4422501091400","X4","42","2009-01-25T14:00:00.000","2009-01-25T14:58:00.000","15","V","HO"
"X4502501091400","X4","50","2009-01-25T14:00:00.000","2009-01-25T14:36:00.000","10.4","V","HO"
"X4512501091400","X4","51","2009-01-25T14:00:00.000",,"240","V","HO"
"X4362501091400","X4","36","2009-01-25T14:00:00.000",,"345","V","HO"
"X4322501091500","X4","32","2009-01-25T15:00:00.000",,"14.2","V","HO"
"X4332501091500","X4","33","2009-01-25T15:00:00.000",,"46","V","HO"
"X4342501091500","X4","34","2009-01-25T15:00:00.000",,"991","V","HO"
"X4352501091500","X4","35","2009-01-25T15:00:00.000",,"0","V","HO"
"X4512501091500","X4","51","2009-01-25T15:00:00.000",,"257","V","HO"
"X4402501091500","X4","40","2009-01-25T15:00:00.000","2009-01-25T15:00:00.000","15","V","HO"
"X4422501091500","X4","42","2009-01-25T15:00:00.000","2009-01-25T15:58:00.000","13.4","V","HO"
"X4442501091500","X4","44","2009-01-25T15:00:00.000","2009-01-25T15:00:00.000","39","V","HO"
"X4502501091500","X4","50","2009-01-25T15:00:00.000","2009-01-25T15:04:00.000","9.8","V","HO"
"X4362501091500","X4","36","2009-01-25T15:00:00.000",,"176","V","HO"
"X4322501091600","X4","32","2009-01-25T16:00:00.000",,"12.6","V","HO"
"X4332501091600","X4","33","2009-01-25T16:00:00.000",,"58","V","HO"
"X4342501091600","X4","34","2009-01-25T16:00:00.000",,"991","V","HO"
"X4352501091600","X4","35","2009-01-25T16:00:00.000",,"0","V","HO"
"X4512501091600","X4","51","2009-01-25T16:00:00.000",,"274","V","HO"
"X4402501091600","X4","40","2009-01-25T16:00:00.000","2009-01-25T16:00:00.000","13.3","V","HO"
"X4422501091600","X4","42","2009-01-25T16:00:00.000","2009-01-25T16:58:00.000","12.3","V","HO"
"X4442501091600","X4","44","2009-01-25T16:00:00.000","2009-01-25T16:00:00.000","52","V","HO"
"X4502501091600","X4","50","2009-01-25T16:00:00.000","2009-01-25T16:07:00.000","9.6","V","HO"
"X4362501091600","X4","36","2009-01-25T16:00:00.000",,"24","V","HO"
"X4322501091700","X4","32","2009-01-25T17:00:00.000",,"12.2","V","HO"
"X4332501091700","X4","33","2009-01-25T17:00:00.000",,"58","V","HO"
"X4342501091700","X4","34","2009-01-25T17:00:00.000",,"991","V","HO"
"X4352501091700","X4","35","2009-01-25T17:00:00.000",,"0","V","HO"
"X4362501091700","X4","36","2009-01-25T17:00:00.000",,"0","V","HO"
"X4402501091700","X4","40","2009-01-25T17:00:00.000","2009-01-25T17:00:00.000","12.3","V","HO"
"X4422501091700","X4","42","2009-01-25T17:00:00.000","2009-01-25T17:58:00.000","12.1","V","HO"
"X4442501091700","X4","44","2009-01-25T17:00:00.000","2009-01-25T17:46:00.000","55","V","HO"
"X4502501091700","X4","50","2009-01-25T17:00:00.000","2009-01-25T17:27:00.000","6.8","V","HO"
"X4512501091700","X4","51","2009-01-25T17:00:00.000",,"288","V","HO"
"X4322501091800","X4","32","2009-01-25T18:00:00.000",,"12.1","V","HO"
"X4332501091800","X4","33","2009-01-25T18:00:00.000",,"53","V","HO"
"X4342501091800","X4","34","2009-01-25T18:00:00.000",,"991","V","HO"
"X4352501091800","X4","35","2009-01-25T18:00:00.000",,"0","V","HO"
"X4362501091800","X4","36","2009-01-25T18:00:00.000",,"0","V","HO"
"X4402501091800","X4","40","2009-01-25T18:00:00.000","2009-01-25T18:22:00.000","12.2","V","HO"
"X4422501091800","X4","42","2009-01-25T18:00:00.000","2009-01-25T18:57:00.000","11.9","V","HO"
"X4442501091800","X4","44","2009-01-25T18:00:00.000","2009-01-25T18:31:00.000","49","V","HO"
"X4502501091800","X4","50","2009-01-25T18:00:00.000","2009-01-25T18:27:00.000","6.1","V","HO"
"X4512501091800","X4","51","2009-01-25T18:00:00.000",,"244","V","HO"
"X4322501091900","X4","32","2009-01-25T19:00:00.000",,"11.7","V","HO"
"X4332501091900","X4","33","2009-01-25T19:00:00.000",,"55","V","HO"
"X4342501091900","X4","34","2009-01-25T19:00:00.000",,"991","V","HO"
"X4352501091900","X4","35","2009-01-25T19:00:00.000",,"0","V","HO"
"X4362501091900","X4","36","2009-01-25T19:00:00.000",,"0","V","HO"
"X4402501091900","X4","40","2009-01-25T19:00:00.000","2009-01-25T19:00:00.000","11.9","V","HO"
"X4422501091900","X4","42","2009-01-25T19:00:00.000","2009-01-25T19:44:00.000","11.6","V","HO"
"X4442501091900","X4","44","2009-01-25T19:00:00.000","2009-01-25T19:00:00.000","53","V","HO"
"X4502501091900","X4","50","2009-01-25T19:00:00.000","2009-01-25T19:49:00.000","4.8","V","HO"
"X4512501091900","X4","51","2009-01-25T19:00:00.000",,"240","V","HO"
"X4022501092000","X4","2","2009-01-25T20:00:00.000","2009-01-25T20:04:00.000","990","V","HO"
"X4322501092000","X4","32","2009-01-25T20:00:00.000",,"11.9","V","HO"
"X4332501092000","X4","33","2009-01-25T20:00:00.000",,"52","V","HO"
"X4342501092000","X4","34","2009-01-25T20:00:00.000",,"991","V","HO"
"X4352501092000","X4","35","2009-01-25T20:00:00.000",,"0","V","HO"
"X4512501092000","X4","51","2009-01-25T20:00:00.000",,"299","V","HO"
"X4402501092000","X4","40","2009-01-25T20:00:00.000","2009-01-25T20:22:00.000","12","V","HO"
"X4422501092000","X4","42","2009-01-25T20:00:00.000","2009-01-25T20:00:00.000","11.7","V","HO"
"X4442501092000","X4","44","2009-01-25T20:00:00.000","2009-01-25T20:50:00.000","51","V","HO"
"X4502501092000","X4","50","2009-01-25T20:00:00.000","2009-01-25T20:10:00.000","6.5","V","HO"
"X4362501092000","X4","36","2009-01-25T20:00:00.000",,"0","V","HO"
"X4512501092100","X4","51","2009-01-25T21:00:00.000",,"327","V","HO"
"X4502501092100","X4","50","2009-01-25T21:00:00.000","2009-01-25T21:21:00.000","6.5","V","HO"
"X4442501092100","X4","44","2009-01-25T21:00:00.000","2009-01-25T21:00:00.000","51","V","HO"
"X4422501092100","X4","42","2009-01-25T21:00:00.000","2009-01-25T21:57:00.000","11","V","HO"
"X4402501092100","X4","40","2009-01-25T21:00:00.000","2009-01-25T21:00:00.000","11.8","V","HO"
"X4362501092100","X4","36","2009-01-25T21:00:00.000",,"0","V","HO"
"X4352501092100","X4","35","2009-01-25T21:00:00.000",,"0","V","HO"
"X4342501092100","X4","34","2009-01-25T21:00:00.000",,"991","V","HO"
"X4332501092100","X4","33","2009-01-25T21:00:00.000",,"52","V","HO"
"X4322501092100","X4","32","2009-01-25T21:00:00.000",,"11.4","V","HO"
"X4322501092200","X4","32","2009-01-25T22:00:00.000",,"10.7","V","HO"
"X4332501092200","X4","33","2009-01-25T22:00:00.000",,"54","V","HO"
"X4342501092200","X4","34","2009-01-25T22:00:00.000",,"991","V","HO"
"X4352501092200","X4","35","2009-01-25T22:00:00.000",,"0","V","HO"
"X4512501092200","X4","51","2009-01-25T22:00:00.000",,"283","V","HO"
"X4402501092200","X4","40","2009-01-25T22:00:00.000","2009-01-25T22:00:00.000","11","V","HO"
"X4422501092200","X4","42","2009-01-25T22:00:00.000","2009-01-25T22:58:00.000","10.2","V","HO"
"X4442501092200","X4","44","2009-01-25T22:00:00.000","2009-01-25T22:00:00.000","53","V","HO"
"X4502501092200","X4","50","2009-01-25T22:00:00.000","2009-01-25T22:58:00.000","9","V","HO"
"X4362501092200","X4","36","2009-01-25T22:00:00.000",,"0","V","HO"
"X4322501092300","X4","32","2009-01-25T23:00:00.000",,"9.6","V","HO"
"X4332501092300","X4","33","2009-01-25T23:00:00.000",,"54","V","HO"
"X4342501092300","X4","34","2009-01-25T23:00:00.000",,"991","V","HO"
"X4352501092300","X4","35","2009-01-25T23:00:00.000",,"0","V","HO"
"X4512501092300","X4","51","2009-01-25T23:00:00.000",,"301","V","HO"
"X4402501092300","X4","40","2009-01-25T23:00:00.000","2009-01-25T23:00:00.000","10.2","V","HO"
"X4422501092300","X4","42","2009-01-25T23:00:00.000","2009-01-25T23:58:00.000","9.1","V","HO"
"X4442501092300","X4","44","2009-01-25T23:00:00.000","2009-01-25T23:37:00.000","53","V","HO"
"X4502501092300","X4","50","2009-01-25T23:00:00.000","2009-01-25T23:36:00.000","11.6","V","HO"
"X4362501092300","X4","36","2009-01-25T23:00:00.000",,"0","V","HO"
"X4422601090000","X4","42","2009-01-26T00:00:00.000","2009-01-26T00:58:00.000","8.4","V","HO"
"X4442601090000","X4","44","2009-01-26T00:00:00.000","2009-01-26T00:00:00.000","54","V","HO"
"X4502601090000","X4","50","2009-01-26T00:00:00.000","2009-01-26T00:09:00.000","6.5","V","HO"
"X4512601090000","X4","51","2009-01-26T00:00:00.000",,"296","V","HO"
"X4332601090000","X4","33","2009-01-26T00:00:00.000",,"55","V","HO"
"X4022601090000","X4","2","2009-01-26T00:00:00.000","2009-01-26T00:02:00.000","991","V","HO"
"X4352601090000","X4","35","2009-01-26T00:00:00.000",,"0","V","HO"
"X4362601090000","X4","36","2009-01-26T00:00:00.000",,"0","V","HO"
"X4402601090000","X4","40","2009-01-26T00:00:00.000","2009-01-26T00:00:00.000","9","V","HO"
"X4322601090000","X4","32","2009-01-26T00:00:00.000",,"8.7","V","HO"
"X4342601090000","X4","34","2009-01-26T00:00:00.000",,"992","V","HO"
"X4342601090100","X4","34","2009-01-26T01:00:00.000",,"992","V","HO"
"X4352601090100","X4","35","2009-01-26T01:00:00.000",,"0","V","HO"
"X4362601090100","X4","36","2009-01-26T01:00:00.000",,"0","V","HO"
"X4402601090100","X4","40","2009-01-26T01:00:00.000","2009-01-26T01:09:00.000","8.6","V","HO"
"X4332601090100","X4","33","2009-01-26T01:00:00.000",,"56","V","HO"
"X4442601090100","X4","44","2009-01-26T01:00:00.000","2009-01-26T01:08:00.000","54","V","HO"
"X4502601090100","X4","50","2009-01-26T01:00:00.000","2009-01-26T01:12:00.000","9.4","V","HO"
"X4512601090100","X4","51","2009-01-26T01:00:00.000",,"316","V","HO"
"X4322601090100","X4","32","2009-01-26T01:00:00.000",,"8.4","V","HO"
"X4422601090100","X4","42","2009-01-26T01:00:00.000","2009-01-26T01:52:00.000","8.2","V","HO"
"X4322601090200","X4","32","2009-01-26T02:00:00.000",,"8.2","V","HO"
"X4332601090200","X4","33","2009-01-26T02:00:00.000",,"57","V","HO"
"X4342601090200","X4","34","2009-01-26T02:00:00.000",,"993","V","HO"
"X4352601090200","X4","35","2009-01-26T02:00:00.000",,"0","V","HO"
"X4512601090200","X4","51","2009-01-26T02:00:00.000",,"324","V","HO"
"X4402601090200","X4","40","2009-01-26T02:00:00.000","2009-01-26T02:07:00.000","8.2","V","HO"
"X4422601090200","X4","42","2009-01-26T02:00:00.000","2009-01-26T02:44:00.000","8.1","V","HO"
"X4442601090200","X4","44","2009-01-26T02:00:00.000","2009-01-26T02:38:00.000","57","V","HO"
"X4502601090200","X4","50","2009-01-26T02:00:00.000","2009-01-26T02:36:00.000","8.5","V","HO"
"X4362601090200","X4","36","2009-01-26T02:00:00.000",,"0","V","HO"
"X4322601090300","X4","32","2009-01-26T03:00:00.000",,"8.1","V","HO"
"X4332601090300","X4","33","2009-01-26T03:00:00.000",,"58","V","HO"
"X4342601090300","X4","34","2009-01-26T03:00:00.000",,"994","V","HO"
"X4352601090300","X4","35","2009-01-26T03:00:00.000",,"0","V","HO"
"X4512601090300","X4","51","2009-01-26T03:00:00.000",,"333","V","HO"
"X4402601090300","X4","40","2009-01-26T03:00:00.000","2009-01-26T03:37:00.000","8.2","V","HO"
"X4422601090300","X4","42","2009-01-26T03:00:00.000","2009-01-26T03:50:00.000","8","V","HO"
"X4442601090300","X4","44","2009-01-26T03:00:00.000","2009-01-26T03:30:00.000","57","V","HO"
"X4502601090300","X4","50","2009-01-26T03:00:00.000","2009-01-26T03:39:00.000","9.9","V","HO"
"X4362601090300","X4","36","2009-01-26T03:00:00.000",,"0","V","HO"
"X4502601090400","X4","50","2009-01-26T04:00:00.000","2009-01-26T04:57:00.000","8.9","V","HO"
"X4512601090400","X4","51","2009-01-26T04:00:00.000",,"318","V","HO"
"X4322601090400","X4","32","2009-01-26T04:00:00.000",,"8.1","V","HO"
"X4332601090400","X4","33","2009-01-26T04:00:00.000",,"56","V","HO"
"X4342601090400","X4","34","2009-01-26T04:00:00.000",,"994","V","HO"
"X4352601090400","X4","35","2009-01-26T04:00:00.000",,"0","V","HO"
"X4362601090400","X4","36","2009-01-26T04:00:00.000",,"0","V","HO"
"X4402601090400","X4","40","2009-01-26T04:00:00.000","2009-01-26T04:12:00.000","8.2","V","HO"
"X4422601090400","X4","42","2009-01-26T04:00:00.000","2009-01-26T04:37:00.000","8","V","HO"
"X4442601090400","X4","44","2009-01-26T04:00:00.000","2009-01-26T04:58:00.000","55","V","HO"
"X4322601090500","X4","32","2009-01-26T05:00:00.000",,"8.1","V","HO"
"X4332601090500","X4","33","2009-01-26T05:00:00.000",,"55","V","HO"
"X4342601090500","X4","34","2009-01-26T05:00:00.000",,"994","V","HO"
"X4352601090500","X4","35","2009-01-26T05:00:00.000",,"0","V","HO"
"X4512601090500","X4","51","2009-01-26T05:00:00.000",,"329","V","HO"
"X4402601090500","X4","40","2009-01-26T05:00:00.000","2009-01-26T05:05:00.000","8.1","V","HO"
"X4422601090500","X4","42","2009-01-26T05:00:00.000","2009-01-26T05:57:00.000","8","V","HO"
"X4442601090500","X4","44","2009-01-26T05:00:00.000","2009-01-26T05:56:00.000","54","V","HO"
"X4502601090500","X4","50","2009-01-26T05:00:00.000","2009-01-26T05:01:00.000","9.9","V","HO"
"X4362601090500","X4","36","2009-01-26T05:00:00.000",,"0","V","HO"
"X4322601090600","X4","32","2009-01-26T06:00:00.000",,"8","V","HO"
"X4332601090600","X4","33","2009-01-26T06:00:00.000",,"54","V","HO"
"X4342601090600","X4","34","2009-01-26T06:00:00.000",,"994","V","HO"
"X4352601090600","X4","35","2009-01-26T06:00:00.000",,"0","V","HO"
"X4512601090600","X4","51","2009-01-26T06:00:00.000",,"286","V","HO"
"X4402601090600","X4","40","2009-01-26T06:00:00.000","2009-01-26T06:00:00.000","8","V","HO"
"X4422601090600","X4","42","2009-01-26T06:00:00.000","2009-01-26T06:44:00.000","7.9","V","HO"
"X4442601090600","X4","44","2009-01-26T06:00:00.000","2009-01-26T06:46:00.000","54","V","HO"
"X4502601090600","X4","50","2009-01-26T06:00:00.000","2009-01-26T06:38:00.000","10.2","V","HO"
"X4362601090600","X4","36","2009-01-26T06:00:00.000",,"0","V","HO"
"X4422601090700","X4","42","2009-01-26T07:00:00.000","2009-01-26T07:11:00.000","7.9","V","HO"
"X4402601090700","X4","40","2009-01-26T07:00:00.000","2009-01-26T07:58:00.000","8.2","V","HO"
"X4442601090700","X4","44","2009-01-26T07:00:00.000","2009-01-26T07:58:00.000","52","V","HO"
"X4362601090700","X4","36","2009-01-26T07:00:00.000",,"35","V","HO"
"X4502601090700","X4","50","2009-01-26T07:00:00.000","2009-01-26T07:58:00.000","9.9","V","HO"
"X4342601090700","X4","34","2009-01-26T07:00:00.000",,"995","V","HO"
"X4332601090700","X4","33","2009-01-26T07:00:00.000",,"54","V","HO"
"X4322601090700","X4","32","2009-01-26T07:00:00.000",,"8","V","HO"
"X4512601090700","X4","51","2009-01-26T07:00:00.000",,"326","V","HO"
"X4352601090700","X4","35","2009-01-26T07:00:00.000",,"0","V","HO"
"X4362601090800","X4","36","2009-01-26T08:00:00.000",,"111","V","HO"
"X4402601090800","X4","40","2009-01-26T08:00:00.000","2009-01-26T08:14:00.000","8.8","V","HO"
"X4422601090800","X4","42","2009-01-26T08:00:00.000","2009-01-26T08:00:00.000","8.3","V","HO"
"X4442601090800","X4","44","2009-01-26T08:00:00.000","2009-01-26T08:15:00.000","50","V","HO"
"X4352601090800","X4","35","2009-01-26T08:00:00.000",,"0","V","HO"
"X4512601090800","X4","51","2009-01-26T08:00:00.000",,"328","V","HO"
"X4322601090800","X4","32","2009-01-26T08:00:00.000",,"8.6","V","HO"
"X4332601090800","X4","33","2009-01-26T08:00:00.000",,"50","V","HO"
"X4342601090800","X4","34","2009-01-26T08:00:00.000",,"995","V","HO"
"X4502601090800","X4","50","2009-01-26T08:00:00.000","2009-01-26T08:58:00.000","12.9","V","HO"
"X4362601090900","X4","36","2009-01-26T09:00:00.000",,"205","V","HO"
"X4502601090900","X4","50","2009-01-26T09:00:00.000","2009-01-26T09:55:00.000","13.4","V","HO"
"X4402601090900","X4","40","2009-01-26T09:00:00.000","2009-01-26T09:21:00.000","9.1","V","HO"
"X4422601090900","X4","42","2009-01-26T09:00:00.000","2009-01-26T09:00:00.000","8.6","V","HO"
